,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1149,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,3816
8913,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.07573299811049,3811
3056,0,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,80.2,4716
7234,1,0,1,0,47,1,2,1,0,0,0,0,2,0,0,0,2,87.49979604707934,3626
7582,0,0,0,0,17,1,2,1,0,0,0,0,0,2,0,1,2,87.94859695886917,1356
9366,0,1,1,0,27,1,0,1,1,0,2,0,1,2,0,1,2,99.4928225658286,2390
7195,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.31229281367965,1612
6591,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,1,58.81510832763433,5487
8442,0,0,0,0,22,1,0,0,1,0,0,0,0,0,0,1,1,48.63884616979324,112
7385,1,0,1,0,57,1,1,1,0,2,2,0,0,1,0,0,0,94.39373045138443,4511
8590,0,0,0,0,5,1,1,1,0,1,0,0,2,0,0,1,2,90.91722727196282,3879
9497,0,0,0,0,17,1,1,1,2,0,1,0,2,2,0,1,2,100.33178206845709,1259
8724,0,0,0,0,5,0,0,0,1,0,1,1,0,0,0,0,2,38.751535635511715,1860
2713,1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,2,74.55,6107
2176,0,0,0,0,49,1,0,0,2,2,2,2,0,0,2,0,0,67.4,2871
2067,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.0,5726
8883,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,48.94731060463393,5772
5585,0,0,1,1,36,1,2,1,0,2,2,0,2,0,0,1,0,97.35,2991
2102,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.9,5519
4230,0,0,1,0,33,1,2,1,0,0,2,2,0,2,0,1,1,95.0,2604
7973,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,2,60.313353663582774,5977
9263,0,0,0,0,17,1,0,1,0,2,1,0,0,1,0,1,0,87.22161929541932,1020
9276,0,0,1,1,16,1,0,1,0,1,2,2,0,0,0,0,1,85.73379021052577,1496
2554,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.95,1625
1098,1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,90.45,4864
6665,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.42666502544057,3818
224,1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,74.4,146
9375,0,1,0,0,68,1,2,0,1,1,2,2,2,2,1,0,1,96.09726166066535,5180
4528,0,0,0,0,30,1,0,0,2,2,2,2,2,2,1,0,0,85.35,2185
8106,0,0,0,0,42,1,0,0,1,0,2,0,0,2,0,0,1,68.26354803246288,2422
4454,0,0,0,0,18,0,1,0,2,2,0,2,0,0,1,1,3,40.2,5579
8391,0,0,0,0,1,1,0,0,1,2,0,2,0,0,0,0,2,60.02734638619147,4910
220,0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4,4999
3260,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.45,1483
5987,1,0,1,0,17,0,1,0,0,0,2,2,2,2,1,0,2,54.6,6407
7983,0,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,105.14577556447989,3764
8584,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.906203132559146,1492
970,0,0,0,0,10,1,0,1,2,0,0,0,2,0,0,1,3,84.7,6146
5024,1,0,1,0,45,1,2,1,0,2,2,0,2,2,0,1,0,107.75,4124
1483,1,1,0,0,1,1,2,1,0,0,2,0,2,0,0,1,2,88.8,6283
6801,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,2,68.26285942612026,4054
2346,1,0,0,0,25,1,2,2,1,1,1,1,1,1,1,0,0,25.3,5352
5353,0,0,0,1,2,1,0,2,1,1,1,1,1,1,0,1,2,19.6,3035
8875,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.40770146740452,5770
4496,0,1,1,0,48,1,2,1,2,2,2,2,2,2,0,0,2,117.45,4520
6222,0,1,0,0,1,1,0,1,0,0,2,0,0,2,0,1,2,85.0,6206
2112,0,1,0,0,8,1,2,1,0,0,0,2,2,2,0,1,1,100.15,6340
6825,1,0,0,0,13,1,1,0,0,0,2,0,1,1,0,1,2,77.06816872714553,6501
1531,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,3,85.8,6214
5142,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.85,5453
1346,1,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,48.8,2213
1212,1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,45.1,1680
4450,0,0,0,1,16,1,0,1,0,0,0,0,2,0,0,1,2,81.0,573
8780,1,0,0,0,5,1,0,1,0,0,0,0,1,0,0,1,2,80.610037821355,3547
449,1,0,1,0,28,1,0,0,2,2,0,2,0,0,0,0,3,60.9,1320
5600,0,0,1,1,13,1,0,2,1,1,1,1,1,1,0,0,3,18.8,2165
4909,0,0,1,1,58,1,2,1,0,2,2,0,2,2,1,1,1,105.2,5056
4373,1,0,1,0,56,1,2,0,0,2,2,0,0,0,2,0,1,59.5,2937
5873,1,0,1,1,44,1,0,1,0,0,2,0,2,2,0,1,0,92.95,3517
6496,1,1,1,0,4,1,2,1,0,0,0,0,0,0,0,1,3,74.4,2660
2815,1,0,0,0,67,0,1,0,2,0,2,2,2,0,1,1,0,49.35,2886
5293,1,0,0,0,19,1,2,1,0,2,0,0,2,2,0,1,2,99.95,1534
3461,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,0,2,49.35,1809
3107,1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,3,20.9,3866
8421,0,0,0,0,3,1,1,1,0,2,1,0,1,1,0,1,1,98.7774645446708,2894
7614,1,0,0,0,18,1,0,0,1,0,0,0,0,0,0,0,2,49.4702724098047,6276
9529,0,0,0,0,14,1,1,1,1,0,0,0,0,0,0,0,2,81.86856633664718,1046
5696,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,88.7,5208
2484,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,3,50.4,1686
1726,0,0,1,0,65,1,0,0,2,0,2,2,0,0,2,0,1,58.9,3300
9546,0,0,0,0,5,1,2,1,0,0,0,0,2,2,0,0,1,98.48181570318161,4484
5339,1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,102.4,5183
109,0,1,0,0,27,1,2,1,0,0,2,0,0,0,0,1,2,78.05,1755
1022,0,0,1,0,37,1,2,1,0,0,2,0,0,0,0,1,1,78.95,2453
8644,0,0,0,0,9,1,2,1,0,0,0,0,1,2,0,0,2,92.1520164039595,6232
2795,0,0,0,0,29,1,2,0,0,0,0,0,2,2,1,1,1,71.0,1710
7185,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,70.78849158161867,4289
3343,1,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,1,99.65,3605
728,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,20.0,1606
7589,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,75.31820327793288,5769
7729,0,0,0,0,25,0,1,0,0,0,1,0,1,0,0,1,2,32.429712937322016,5703
5374,1,0,1,1,31,0,1,0,2,0,2,2,2,2,1,0,2,59.95,1409
6368,0,0,0,0,30,1,2,0,0,2,2,0,2,0,1,1,1,68.95,1671
7199,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.20136162492879,2037
4729,0,1,1,0,47,1,2,1,0,0,2,0,2,2,0,0,2,99.7,4014
4961,1,0,0,0,18,1,2,2,1,1,1,1,1,1,1,0,3,23.75,3618
6946,0,0,0,0,13,1,1,1,1,0,0,0,2,1,0,1,2,97.86123032356413,564
2920,0,0,0,0,47,1,0,1,2,0,0,0,0,0,0,0,1,75.45,3071
4043,1,0,1,0,63,1,2,0,2,2,2,2,0,2,1,0,1,80.0,4272
3091,1,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,19.85,0
6194,1,0,0,0,13,1,2,1,0,0,0,2,2,2,0,0,2,100.75,575
8716,0,0,0,0,13,0,1,0,0,0,0,0,2,0,0,1,0,39.54065937950619,6215
3128,0,1,0,0,2,1,0,0,2,2,0,0,0,0,0,0,3,54.85,79
7268,1,1,0,0,11,0,1,0,0,0,1,1,0,1,0,1,2,48.75671357869324,4402
8605,0,0,0,0,27,1,2,1,0,2,1,0,1,1,0,1,2,97.50990835901126,3414
230,1,0,0,1,32,1,2,0,0,2,2,2,2,2,1,0,1,83.7,2280
8257,0,0,0,0,37,1,0,0,0,0,0,0,1,2,0,1,2,64.2102486603573,1983
174,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.75,678
101,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,100.25,124
8549,0,0,0,0,1,1,2,1,1,0,2,0,2,2,0,1,2,101.98782498551601,29
6879,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,50.458813271886655,4228
1265,1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,85.6,6079
3279,1,0,1,1,71,1,0,1,2,2,2,2,2,0,2,0,1,100.2,5627
3217,0,1,0,0,56,1,2,1,0,2,2,0,2,2,0,0,2,104.75,4811
2903,0,1,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.45,4694
475,0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,0,0,75.6,1280
4727,1,0,1,0,57,1,2,1,2,2,2,2,2,0,0,1,2,103.05,4860
2953,0,0,1,0,71,1,2,0,0,2,2,2,2,2,2,1,1,83.3,4836
9156,1,1,0,0,67,0,1,0,0,0,0,0,1,1,1,1,2,47.23429690156947,2835
4711,0,0,0,0,23,1,0,0,0,0,2,0,0,0,0,0,1,49.7,162
2473,1,0,0,0,63,1,2,1,0,2,0,2,2,2,0,0,2,105.4,5325
1976,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,1609
5898,0,0,0,0,55,1,2,1,0,0,0,0,0,0,0,1,2,73.1,3539
4393,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.15,6501
899,1,0,1,1,40,1,0,2,1,1,1,1,1,1,2,0,3,19.6,6050
4041,0,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,20.0,0
3682,0,0,0,1,70,1,2,0,2,2,0,2,0,0,2,0,2,66.0,4133
8576,0,0,0,0,8,1,2,1,0,0,1,0,0,0,0,0,2,79.24855626526225,1230
1432,1,0,0,0,63,1,2,1,0,2,2,0,2,2,2,1,0,104.75,5227
1317,1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.1,913
3250,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.75,5909
4462,1,1,0,0,7,1,2,1,0,0,0,0,0,0,0,0,3,73.75,4528
4343,1,0,1,1,58,1,2,1,0,0,2,2,2,2,1,1,0,105.05,4919
4556,0,0,1,0,71,1,0,0,2,2,2,2,2,2,2,1,1,84.4,4889
2991,1,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,1,29.8,6420
4548,1,0,1,0,15,1,2,1,0,0,2,2,2,2,0,1,2,103.45,971
924,1,0,1,1,32,1,2,1,2,0,0,0,2,2,0,1,1,99.55,2785
4626,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,19.85,156
8743,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,45.80139471149081,1517
7883,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.40666098537771,3741
19,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,1609
9351,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1,2,85.60350844413433,6211
8843,0,0,0,0,15,1,2,1,0,2,0,0,2,2,0,0,1,102.64035071074254,6092
2043,1,1,1,0,57,1,2,1,0,2,2,0,0,2,0,1,0,95.25,4507
5484,0,0,1,1,33,1,2,2,1,1,1,1,1,1,2,1,3,24.5,5727
6308,1,0,0,0,13,1,2,1,0,0,0,2,2,2,0,1,3,99.0,554
5818,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.6,1463
2641,0,0,1,0,2,1,0,0,2,0,0,0,0,2,0,1,3,62.15,248
1329,0,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,109.4,5632
1280,0,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,3,24.95,310
7698,1,0,0,0,25,1,0,1,0,1,0,0,1,1,0,1,2,95.75280940063035,2099
3681,0,0,0,0,70,1,2,0,2,2,2,0,2,2,2,0,3,84.7,4907
3680,0,0,0,0,4,1,2,1,0,2,0,2,0,2,0,1,2,93.5,3128
8829,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,2,81.89118848441707,6059
3635,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,2,78.65,5911
3360,1,0,1,1,17,1,2,2,1,1,1,1,1,1,2,1,3,25.15,3515
8195,0,0,0,0,14,1,2,1,0,0,0,0,2,0,0,1,1,91.05382470083146,644
4822,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,2,96.2,5153
235,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,44.6,6021
6269,0,0,1,1,55,1,2,1,2,2,0,0,0,0,0,1,2,85.1,3912
319,0,1,0,0,16,1,2,0,2,0,0,0,0,0,0,1,2,54.1,6293
231,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.85,1529
1547,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.25,1252
6784,1,0,0,0,47,0,0,0,1,2,0,0,0,0,0,1,2,48.2218799291462,1751
710,0,0,1,0,59,1,2,1,2,2,2,2,0,2,1,1,1,107.0,5020
7646,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,28.67517424891736,1844
6382,0,0,1,0,72,1,2,1,0,0,2,0,2,2,2,1,2,97.85,5403
8306,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,1489
5138,0,0,1,0,44,1,2,1,2,2,2,2,0,0,0,1,1,95.1,3472
6842,0,0,0,0,7,1,1,1,0,0,0,0,0,1,0,1,1,82.82335209678698,5675
2859,1,0,1,1,60,1,2,2,1,1,1,1,1,1,1,0,1,23.95,920
2690,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,5443
3504,0,1,0,0,26,1,0,1,0,0,0,0,2,2,0,1,2,91.25,1994
4085,0,0,1,1,32,1,0,0,2,2,0,2,0,0,0,0,0,61.4,1436
7481,1,0,0,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.9821582374247,3023
9069,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,35.27164401711371,3030
3428,1,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.9,646
8334,0,0,0,0,9,1,1,0,0,0,0,2,2,0,0,1,1,64.93788051633072,984
8138,0,0,0,0,9,1,1,1,0,0,0,0,2,1,0,1,2,94.75397172618328,6294
2509,1,1,1,0,41,0,1,0,0,2,2,0,2,2,0,1,2,53.95,1851
551,1,0,1,1,38,1,0,0,2,0,2,2,2,2,2,0,1,81.0,2676
939,1,0,0,0,37,1,0,1,0,0,0,0,0,0,0,1,3,70.35,2209
811,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.05,1607
6797,0,0,1,0,28,1,0,1,1,0,0,0,1,2,0,0,2,91.32085649904698,2249
4032,1,0,1,1,13,1,2,2,1,1,1,1,1,1,1,0,0,24.5,2970
5419,1,0,1,0,33,1,0,0,2,2,0,2,0,0,2,1,3,61.05,1648
2794,0,0,1,1,9,1,0,2,1,1,1,1,1,1,2,0,3,19.75,1732
245,0,1,0,0,16,1,0,1,0,0,0,2,2,2,0,1,2,94.45,930
5891,0,0,1,1,60,0,1,0,0,2,0,0,2,2,0,1,2,49.75,2665
7908,0,0,0,0,34,1,2,1,0,0,1,0,1,2,0,1,2,99.89650884389994,3057
2580,1,0,1,1,38,1,2,0,2,0,2,2,2,2,2,1,0,85.4,2860
7800,1,0,0,0,2,1,1,1,0,0,0,0,2,0,0,1,2,86.8102104809067,6241
2461,0,0,1,1,14,1,0,2,1,1,1,1,1,1,2,0,3,18.8,2206
4113,0,0,0,0,16,1,2,1,0,0,2,0,0,2,0,1,2,88.45,775
5467,1,1,1,0,62,1,2,1,2,2,2,0,0,0,0,1,2,89.1,4653
1574,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,34.7,2942
6449,0,0,1,0,30,1,2,1,0,2,0,2,2,0,0,1,1,94.1,2432
2163,1,0,0,0,5,1,0,0,2,0,2,0,0,0,0,1,3,55.8,2381
6756,0,0,1,0,16,1,0,1,0,0,0,0,0,0,0,0,0,71.23825200905429,390
416,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.65,6
3192,0,0,0,0,58,1,2,1,2,2,2,0,2,2,1,1,2,107.75,5118
5980,1,0,0,0,37,1,2,0,2,2,2,2,2,2,1,1,0,90.6,2914
5507,0,1,0,0,15,1,2,0,0,0,0,2,0,0,0,0,1,55.0,5811
1207,0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,6075
8680,0,0,0,0,14,1,0,1,0,2,0,0,0,1,0,0,2,82.78262211504816,1402
8711,0,0,0,0,37,1,0,1,0,0,1,1,0,0,1,1,2,85.10155598047756,2777
7916,0,0,0,0,14,1,2,1,0,0,2,1,1,2,0,0,0,98.70829530597031,2223
2162,1,1,1,0,16,1,2,1,0,0,0,0,2,0,0,1,1,85.05,715
253,0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,3,55.15,2803
4435,0,1,0,0,15,1,2,1,0,2,0,0,0,2,0,0,2,89.85,787
3859,0,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,0,20.25,5611
4540,0,0,1,1,61,1,2,0,2,2,0,0,0,0,0,0,2,59.8,3145
4825,1,0,1,1,58,1,2,1,0,0,2,2,0,2,2,0,0,94.35,4611
6625,1,0,0,0,3,1,2,1,0,0,0,0,2,2,0,0,2,94.02918534764108,6394
7547,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.0521358621567,5961
1868,0,0,1,1,28,1,2,0,0,0,0,0,0,0,0,0,3,49.9,751
6733,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44.21695149305203,3737
6585,1,0,0,0,24,1,1,1,0,2,1,0,2,2,0,1,2,103.71953300875518,2083
6714,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.29051003135712,5716
1296,0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,19.55,2543
7338,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.83399387746877,5517
4835,0,1,1,0,65,1,0,1,0,2,2,2,2,2,2,1,1,105.85,5334
6132,1,0,1,1,51,1,0,2,1,1,1,1,1,1,1,0,3,19.4,6526
5596,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,1,2,44.55,4055
6758,1,0,0,0,56,1,2,0,0,2,0,2,0,1,0,0,1,93.46689877859689,4315
7527,0,0,1,0,54,1,2,1,1,1,0,0,2,2,1,0,0,105.9803101412102,4754
6994,1,0,0,0,5,1,0,1,0,0,0,0,1,0,0,1,2,80.79054688818631,3549
9177,0,0,1,0,21,1,0,1,0,0,0,0,0,0,0,1,1,70.88534310319214,1000
8805,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,71.00141803391483,810
7256,0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,0,2,79.6183466018529,3248
6150,0,0,0,0,36,1,2,1,0,2,2,0,2,2,1,1,0,104.8,3324
5568,1,1,0,0,63,1,2,1,2,2,2,0,2,2,0,1,0,109.4,5536
7142,1,0,0,0,17,1,0,1,1,0,0,0,2,2,0,0,1,94.34121547931511,1096
662,0,0,1,1,5,1,0,1,0,0,0,0,2,0,0,1,2,80.85,3081
2221,0,0,0,1,9,1,0,1,2,0,2,2,0,2,0,0,0,93.0,6269
3296,0,1,0,0,33,0,1,0,2,2,2,0,2,2,0,1,0,59.45,1458
1347,1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,2573
2479,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,1,70.05,2314
1543,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.75,2820
1514,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,43.8,3659
4463,0,1,0,0,43,0,1,0,2,2,0,0,0,0,0,1,1,33.45,907
55,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,0,2,94.4,6234
436,0,0,1,0,48,0,1,0,2,0,2,0,0,2,0,1,0,45.3,1763
6929,0,0,0,0,43,1,2,1,0,1,1,0,2,2,0,0,1,100.94252978000956,3747
8540,0,1,0,0,43,1,2,1,1,0,1,1,2,2,0,1,2,107.72374992454942,4079
4426,0,0,1,1,72,1,2,0,2,2,2,2,0,2,2,0,0,80.85,4800
9476,1,0,0,0,4,0,0,0,1,1,1,1,0,0,0,0,2,47.03994580071485,1808
2490,1,0,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,78.75,3512
4874,0,1,0,0,5,0,1,0,0,0,0,0,2,2,0,0,2,45.7,1582
7650,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,58.518753382932886,4353
1216,0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.9,1652
940,0,1,1,0,60,1,0,1,2,2,2,2,2,2,2,1,0,110.0,5296
2293,1,0,0,0,3,1,0,1,2,0,0,0,0,2,0,1,3,86.05,2091
1160,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,2,30.9,4841
9425,0,0,0,0,5,1,0,1,0,0,0,0,1,2,0,1,2,90.28567493108463,3874
1846,0,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.75,641
5476,1,1,1,1,34,1,2,1,0,2,2,2,2,2,0,1,2,108.9,3133
5591,0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,1,3,19.2,737
9625,0,1,0,0,28,1,1,1,0,0,2,2,2,2,0,1,2,102.0055245279624,2501
7021,1,1,1,0,15,1,0,1,0,2,0,0,0,0,0,1,0,75.88794290375603,329
9388,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2,79.1307004091691,5962
4475,0,0,0,0,53,1,0,1,0,2,2,2,0,2,1,1,1,94.45,4273
8056,1,0,0,0,19,1,0,1,0,0,0,0,2,1,0,1,2,89.72142484694507,1299
8068,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,49.33112001637391,4138
5135,0,0,1,0,18,0,1,0,0,0,2,0,2,0,0,1,2,39.05,5311
8882,0,0,1,0,20,1,0,0,1,1,1,0,0,0,0,0,2,66.58665030653995,774
1607,1,0,1,0,64,1,2,1,2,2,2,0,0,0,1,0,0,89.45,4700
4189,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,44.15,3737
1414,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,21.0,890
5636,1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,1,0,19.3,830
6905,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,79.53131760444255,5968
483,1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,20.05,656
5725,0,0,1,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.15,3309
7495,0,1,1,0,52,1,2,1,0,1,2,0,0,0,0,1,2,90.86960617673871,4118
5708,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,0,72.2,2651
7766,0,0,0,0,3,1,0,1,0,1,0,1,1,1,0,1,2,84.66238896791042,2748
3233,0,0,1,0,26,1,2,0,2,2,2,2,2,2,1,1,1,90.1,1949
2481,1,0,1,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.65,2607
1965,0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,1,3,75.85,6222
5232,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,69.6,1694
2194,1,0,1,0,69,1,2,1,2,2,2,2,2,2,2,1,0,112.55,5922
7735,0,0,0,0,14,1,1,1,0,0,0,1,2,0,0,1,2,92.23297212237065,1592
7170,0,0,0,0,39,1,0,1,0,0,0,0,0,0,0,0,0,71.89027051972617,2469
9341,0,0,0,0,70,1,2,1,1,0,2,1,2,2,1,1,2,106.83670318810783,5775
5154,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.3,1481
4642,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,1482
7046,0,0,0,0,14,1,1,1,0,1,0,0,0,0,0,0,2,83.06931940144764,218
513,1,0,1,1,59,1,2,1,0,0,2,0,2,2,2,1,1,99.5,4818
5773,0,0,0,0,45,1,2,1,2,2,0,0,0,2,1,0,0,96.75,3769
3960,0,0,0,0,14,1,0,1,0,0,0,0,2,2,0,1,3,89.8,245
3166,0,0,1,1,8,1,0,0,0,2,0,2,0,0,0,0,0,56.3,3424
1047,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,1,3,20.2,6500
423,1,0,1,1,72,1,2,1,0,2,0,0,2,0,1,1,2,89.7,5256
5099,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,3589
3579,0,0,1,1,21,0,1,0,2,0,2,0,2,2,1,1,2,55.95,296
6696,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,71.48646440972439,726
8806,0,0,1,0,12,1,0,1,0,0,0,0,2,1,0,0,1,90.86707288709911,411
5769,0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.9,3823
3822,0,0,0,0,29,1,0,2,1,1,1,1,1,1,0,0,1,19.35,4922
3350,0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,0,85.3,5001
3472,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.45,2040
7584,0,0,0,0,15,1,1,1,0,2,0,0,0,1,0,0,1,89.77022830026077,789
8023,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.10318417178022,3812
5934,0,0,1,1,19,1,2,2,1,1,1,1,1,1,2,1,0,24.9,3952
4500,1,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,3,20.55,130
5078,0,0,1,1,12,0,1,0,0,0,0,2,0,0,1,0,1,30.25,3172
1059,0,0,1,0,52,1,0,0,2,0,2,0,2,0,1,1,3,64.3,2956
2341,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.45,1175
5369,0,0,0,0,22,1,0,2,1,1,1,1,1,1,0,1,3,20.05,3982
7147,0,0,0,0,10,1,1,1,1,0,0,0,2,2,0,1,2,100.18702432296537,123
635,0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.65,1619
7464,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,2,50.394528507680114,4227
8490,1,0,0,0,50,1,2,1,0,2,1,0,0,0,0,1,2,85.67402203623345,3543
5724,1,0,0,0,15,0,1,0,0,0,2,0,2,2,1,0,2,50.75,5426
4865,0,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,1,108.1,5618
7655,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.13747982878306,3812
5966,1,0,1,1,8,1,0,0,0,0,0,0,0,0,1,1,3,43.45,2985
