,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
3675,1,0,0,0,7,1,2,1,0,0,0,0,0,2,0,1,2,86.8,5044
3390,0,1,1,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,6358
3144,0,1,1,0,48,1,2,1,2,2,2,2,2,2,0,0,2,117.45,4520
3,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,1610
819,0,1,1,0,31,1,2,1,0,0,2,0,2,0,1,1,2,90.7,2448
770,0,0,1,1,24,1,2,0,2,0,2,0,2,2,2,0,1,78.6,1407
230,1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92.0,5253
1733,0,0,1,0,70,1,2,0,0,2,2,2,2,2,2,1,0,84.8,4853
1099,1,1,1,1,47,1,0,1,0,2,0,0,2,0,1,1,0,84.95,3436
1345,1,0,1,1,58,1,2,1,0,0,0,0,2,0,2,0,0,82.5,4077
3736,0,0,0,0,67,1,2,1,2,2,2,0,2,0,0,1,1,102.95,5431
1927,1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,74.4,146
1396,1,1,1,0,23,1,2,1,0,0,0,0,0,2,0,0,2,86.8,1580
731,1,0,0,1,1,1,0,0,0,0,0,2,0,2,0,1,3,59.55,4844
3716,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,1616
1121,0,0,1,1,23,1,2,0,2,2,2,2,2,2,2,1,1,91.1,1819
296,0,1,0,0,14,1,2,1,0,0,2,0,0,0,0,1,0,80.35,111
3111,1,0,0,0,5,1,0,0,0,0,0,2,0,0,0,1,2,49.2,1777
152,1,0,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,85.0,6206
2537,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,54.75,4491
2337,0,0,1,0,19,1,2,1,0,0,2,0,0,2,0,0,3,89.65,1287
541,0,0,1,0,24,1,2,1,0,0,2,0,0,0,0,1,3,79.65,1525
1276,0,1,1,0,43,1,2,1,2,2,0,0,2,0,0,1,2,94.5,3553
333,1,0,1,1,54,1,0,1,0,2,0,2,0,0,2,1,0,79.95,3706
633,1,0,0,1,17,1,0,0,0,2,2,2,2,2,1,0,2,80.85,828
2944,1,0,1,0,49,1,2,0,2,0,2,2,2,2,1,0,2,84.35,3468
1126,1,0,0,1,14,1,0,0,2,2,2,2,0,2,2,0,0,76.1,105
2302,1,0,1,1,11,1,0,1,0,0,0,0,2,0,0,1,0,79.5,6264
89,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,24.7,2042
1193,1,0,0,0,24,1,2,0,0,0,0,2,0,0,1,0,0,54.6,444
988,1,0,0,0,9,1,0,1,0,0,2,0,0,0,0,1,2,73.8,5540
3406,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,5507
2399,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.2,1357
809,0,0,0,0,34,1,0,1,0,2,2,2,2,2,0,1,2,105.1,3140
2727,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.1,5440
1409,0,0,1,0,56,1,0,1,0,0,2,2,2,2,0,1,2,98.7,4684
2745,0,0,0,0,16,1,0,0,0,2,0,2,0,0,0,1,3,53.9,6155
2787,0,1,1,0,50,1,2,1,0,2,2,0,2,0,0,1,2,95.05,4128
2856,1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,1,89.35,5102
1035,0,0,1,1,33,1,2,0,0,0,2,2,2,2,1,1,2,79.15,2186
1902,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,5510
2056,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.3,1709
242,0,0,1,1,59,1,2,1,0,2,2,0,2,2,1,1,2,106.15,5072
3690,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,69.7,5450
2768,1,0,1,0,24,1,2,1,0,0,2,0,2,2,0,1,2,101.05,2031
3332,0,0,1,0,18,0,1,0,0,0,2,0,2,0,0,1,2,39.05,5311
3115,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,78.95,5914
3181,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.7,6394
329,0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4,4999
72,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.4,2039
737,0,0,0,0,54,1,2,1,0,2,2,0,2,0,1,1,0,94.75,4312
2700,1,1,1,0,17,1,0,1,0,0,0,0,0,2,0,0,0,81.5,599
708,1,0,1,1,31,1,2,1,2,0,2,2,0,0,0,0,2,89.3,2443
2352,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,3905
500,1,1,1,0,29,1,2,1,0,0,0,2,0,0,0,1,2,79.3,2057
2632,1,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,95.5,6127
339,0,1,0,1,30,1,2,1,0,0,0,2,2,2,0,1,2,101.3,2570
1923,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,3,55.2,4560
932,0,0,1,0,68,1,2,0,2,2,2,2,2,2,2,1,2,91.7,5172
2660,0,1,1,0,50,1,0,1,0,0,0,0,0,0,0,1,2,71.05,2984
2438,0,0,1,0,30,1,2,1,0,0,0,0,0,2,0,1,2,85.0,2271
1648,0,0,0,1,48,0,1,0,0,2,2,0,0,2,0,0,1,45.55,1738
1495,0,0,0,0,16,1,0,1,0,2,0,0,0,2,0,1,2,86.25,622
1170,1,1,1,0,16,1,0,1,0,0,2,2,0,2,0,1,2,91.55,977
2689,0,1,0,0,38,1,2,1,0,0,0,2,2,2,0,1,2,99.55,3214
3240,1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,2,88.7,1288
904,0,0,0,0,40,1,2,0,0,0,2,2,2,2,1,1,3,80.75,2788
2219,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.0,6467
1713,0,0,0,0,11,1,0,0,0,0,0,0,2,2,0,1,2,64.9,5606
2657,1,0,0,0,5,0,1,0,2,2,2,2,0,0,0,1,3,43.25,1806
3341,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,49.65,4142
2897,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.8,5912
3041,1,1,1,0,41,1,2,1,2,0,2,0,0,0,0,1,0,83.75,2847
352,1,1,1,0,13,1,2,1,2,2,0,0,0,2,0,0,1,93.8,476
810,0,0,0,0,4,1,0,1,0,0,2,0,0,2,0,1,1,82.85,2773
2987,1,1,1,0,66,1,2,1,0,0,0,2,2,2,0,1,1,100.05,5421
1361,1,0,1,0,2,1,0,0,0,2,0,2,0,2,0,1,3,64.2,795
2618,1,0,1,0,22,1,2,1,0,0,0,0,0,2,0,1,2,85.1,1447
1270,0,1,0,0,55,1,2,1,0,0,2,0,2,2,1,1,2,100.15,4497
2531,1,0,0,0,13,1,2,1,2,0,0,0,2,2,0,0,3,98.15,421
2429,0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,1,85.2,5074
969,1,0,0,0,26,1,0,1,0,0,2,2,2,2,0,1,2,98.65,2190
2683,0,1,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.45,1483
546,0,0,1,1,20,1,2,1,0,0,2,2,0,2,0,1,0,95.5,1519
77,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,0,20.15,1609
83,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,24.4,2039
2533,1,1,0,0,25,1,2,1,0,2,2,0,2,2,0,0,3,105.95,2303
2421,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.15,1609
3241,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,79.75,1113
1421,1,0,0,0,18,1,2,1,0,0,0,0,0,0,0,0,3,74.15,698
2408,0,0,1,0,15,1,0,1,0,0,0,0,2,2,0,0,2,88.15,713
298,0,0,1,0,69,1,2,1,2,0,0,0,2,2,2,0,0,99.15,5423
1511,1,0,0,0,39,1,2,1,0,0,0,0,0,0,0,1,1,73.15,2378
3674,0,1,0,0,66,1,2,1,0,2,0,0,0,0,0,1,1,80.45,4376
3509,1,0,1,0,42,1,2,1,0,2,2,0,2,0,0,1,0,95.25,3386
147,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.25,1480
3398,0,0,0,0,5,1,2,1,0,0,0,0,2,0,0,1,2,85.2,4008
1589,0,0,0,0,13,0,1,0,0,0,2,2,0,0,2,0,3,35.4,3827
1933,1,1,0,0,13,1,2,1,0,2,2,0,2,2,0,1,2,106.9,660
2443,1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,3,74.4,4411
397,1,1,1,0,29,1,0,1,2,0,2,0,0,2,1,0,0,90.1,2306
906,1,0,0,0,44,1,0,1,0,0,2,2,2,2,2,0,0,100.1,3715
782,1,0,0,0,16,1,0,1,0,0,0,2,0,0,0,1,1,74.55,318
1337,0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,75.75,5898
2028,1,1,1,0,20,1,2,1,0,0,0,0,2,2,0,1,2,94.55,1474
1901,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.35,6058
867,1,0,1,0,29,1,0,1,0,0,2,0,0,0,0,1,1,75.3,1899
37,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.35,5508
1700,0,0,0,1,11,0,1,0,2,0,0,2,0,0,1,1,3,36.05,3440
2970,1,0,1,0,55,1,2,1,0,0,2,2,2,2,1,1,2,104.15,4742
482,0,1,1,0,70,1,2,1,2,2,2,2,2,2,2,1,2,113.65,5877
3298,0,0,1,0,70,1,2,0,2,0,2,2,0,0,2,0,1,65.3,4030
1517,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,69.05,5212
3114,1,0,0,0,1,1,2,0,0,2,0,2,0,0,0,0,3,60.1,4911
1564,0,0,0,0,23,1,0,1,0,2,2,2,0,0,0,0,0,83.2,1666
1509,0,0,1,0,63,1,2,1,0,2,2,2,2,2,2,1,0,109.25,5404
3526,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.65,771
2353,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.15,3813
3426,1,0,0,0,11,0,1,0,0,0,2,0,2,0,1,1,2,41.6,3983
81,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.7,5515
1556,1,0,1,0,58,1,2,1,0,0,2,0,2,2,1,0,1,100.35,4693
631,0,1,0,0,39,1,2,1,0,0,2,0,2,2,0,1,2,99.75,3449
2655,0,0,1,1,22,1,0,0,0,2,0,2,0,0,0,0,2,55.15,377
2427,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.3,1481
606,0,1,0,0,66,1,2,1,0,2,2,0,2,2,1,0,0,108.1,5637
3023,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,5510
2882,1,1,1,0,36,1,2,1,0,2,0,0,2,2,0,1,2,96.5,2975
1023,1,1,0,0,14,1,2,1,0,0,0,0,2,2,0,1,2,95.6,502
3218,0,0,1,0,44,1,2,1,0,0,0,0,2,2,0,1,2,96.1,3707
1044,0,0,0,0,7,1,0,1,0,2,0,0,2,2,1,1,3,94.05,5115
866,1,0,0,0,29,1,2,1,0,0,0,0,0,2,0,1,2,84.9,2177
283,0,1,1,1,48,1,0,1,2,0,2,2,2,2,0,1,2,104.5,4286
2009,1,0,0,0,32,1,2,1,0,2,0,0,0,0,0,1,0,80.35,2245
2890,1,1,1,1,41,1,2,1,0,2,2,2,2,2,1,1,2,111.95,3862
3575,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,55.0,4558
900,1,0,0,0,3,1,2,0,0,0,0,2,2,0,0,1,3,65.25,1719
3691,0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.5,4730
2518,1,0,1,0,13,0,1,0,2,0,0,2,2,2,0,1,2,54.45,5549
42,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.95,1493
1626,1,0,0,0,22,1,2,1,0,2,0,0,2,2,0,1,2,100.65,2058
774,1,0,0,0,31,1,0,1,0,0,2,2,2,2,2,0,0,99.45,2704
3340,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.3,1481
2640,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,1,2,93.85,5126
2692,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,29.85,5774
2198,0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,1,2,79.3,4382
1403,0,0,1,0,56,1,2,1,2,2,2,0,2,2,1,0,0,109.8,4988
724,0,0,1,0,13,1,2,0,2,2,0,2,2,0,0,1,2,76.2,6503
3692,1,0,1,0,3,0,1,0,0,0,0,0,0,2,0,1,2,35.15,6511
1420,1,0,1,1,5,1,2,0,2,2,0,2,0,0,0,0,1,64.4,2742
1969,0,1,1,0,55,1,2,1,0,2,2,0,0,0,0,1,2,85.45,4120
11,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,5506
1150,0,0,0,0,6,0,1,0,2,2,0,2,0,2,0,0,1,50.95,2668
2450,1,0,1,1,67,1,2,1,2,2,2,0,2,2,1,1,2,111.3,5762
498,0,0,0,0,27,1,0,1,0,0,2,2,0,2,0,1,2,89.2,2020
1606,0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,3285
2046,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1485
2631,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,73.5,5666
2686,0,1,1,0,32,1,2,1,0,0,0,0,2,0,0,1,1,85.95,2277
2794,1,0,1,0,31,1,2,1,0,2,2,0,2,0,0,0,2,93.8,2617
1598,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,43.8,4494
1974,1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,81.35,1965
2663,1,0,0,0,46,0,1,0,0,2,0,0,0,0,0,0,0,30.3,688
1912,0,1,0,0,7,1,0,1,2,0,0,0,0,0,0,0,0,76.45,4260
3017,0,0,1,0,21,1,2,1,0,0,0,0,0,2,0,1,2,86.5,1355
1972,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.9,1492
3100,0,1,1,0,66,1,2,0,0,2,2,0,2,2,2,1,0,80.55,4405
1739,1,1,1,0,21,1,0,0,2,2,0,0,0,2,0,1,0,64.95,615
2563,1,0,0,0,2,0,1,0,0,0,2,0,2,2,0,1,2,49.25,6323
1985,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,4558
1414,1,0,0,0,28,1,2,1,0,2,0,0,2,2,1,0,2,100.2,2338
2555,1,0,0,0,52,1,0,1,0,2,2,2,2,2,1,1,0,105.0,4506
2907,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,2,78.65,5911
870,1,0,1,0,62,1,2,1,2,2,0,0,0,2,1,0,2,96.1,4918
764,1,0,1,0,71,1,2,1,0,2,0,2,2,2,2,1,1,104.15,5699
1816,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,69.8,408
2406,0,1,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.0,3200
1681,1,0,0,0,64,1,2,0,0,2,2,2,2,2,2,0,1,86.55,4665
909,0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,1,97.95,4871
922,0,1,0,0,35,1,2,1,2,0,0,0,2,2,0,1,2,99.05,3079
319,1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.2,5787
1225,0,0,1,0,26,1,2,0,2,2,2,2,2,2,1,1,1,90.1,1949
1535,0,0,0,0,72,1,0,1,2,2,2,2,2,2,2,1,2,109.9,5840
1149,0,0,0,0,42,1,2,0,0,0,2,2,2,2,2,1,1,78.45,2929
3233,0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,2,84.9,5846
2199,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,2,30.9,4841
514,0,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,2,76.6,6311
2469,0,0,0,0,16,1,2,0,0,0,2,0,0,2,0,1,1,65.2,84
3646,1,0,0,0,12,1,0,0,0,0,0,2,0,0,0,0,0,50.25,4865
464,0,1,0,0,57,1,2,1,2,0,2,2,0,2,2,0,1,101.3,4767
345,0,1,1,0,17,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1078
3040,0,0,0,0,15,1,2,2,1,1,1,1,1,1,0,1,1,25.4,3407
2776,1,0,1,0,42,1,2,1,0,0,2,2,2,2,0,1,0,106.15,3839
407,1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,108.4,5878
597,0,0,0,0,41,1,2,0,0,0,2,2,0,2,1,1,2,68.6,2482
318,1,1,1,1,24,1,2,1,2,0,0,0,0,0,0,1,2,79.85,1423
2901,1,0,1,1,20,1,0,1,0,0,0,0,2,2,0,1,2,90.2,1300
156,1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.7,5723
3153,0,1,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,106.15,2739
1913,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,29.95,2507
3561,0,0,0,1,3,1,0,0,2,0,0,2,0,0,0,1,3,55.1,974
2941,1,1,1,0,58,1,2,1,0,0,2,0,2,2,0,1,2,98.7,4793
1111,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.25,6481
3311,0,1,1,0,6,1,2,1,0,0,0,0,0,2,0,1,2,84.35,4009
113,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.15,1478
381,0,0,0,1,18,1,2,0,2,0,0,0,0,0,0,0,3,57.65,6517
532,0,0,1,0,61,1,2,1,0,0,0,2,2,2,1,0,0,101.15,5148
3063,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.55,4230
1697,0,0,1,1,44,1,2,1,0,2,2,0,0,2,1,0,2,94.4,3650
1508,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,45.8,3702
445,0,0,0,0,24,1,0,1,2,0,0,0,2,2,0,1,2,94.6,1924
1688,1,0,1,0,72,1,2,1,2,2,2,0,2,0,2,1,1,97.95,5584
2943,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448
3419,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,5449
1439,0,1,1,0,62,1,0,0,2,0,2,2,2,2,2,1,1,79.95,4070
2181,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.25,6017
2600,1,0,0,0,3,1,2,1,0,0,2,0,2,2,0,1,2,100.95,2858
2627,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,5443
127,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,3815
439,0,0,1,0,49,1,0,1,0,2,2,0,2,2,0,0,2,99.4,4254
116,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.9,1492
2093,0,0,0,0,6,1,0,1,0,0,2,0,0,2,0,0,2,83.9,4205
981,1,0,1,0,60,1,2,1,0,2,2,0,2,2,1,0,0,102.5,5024
3523,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,73.0,5662
3399,0,0,0,0,13,0,1,0,0,0,0,0,0,2,0,1,2,35.1,3788
624,1,0,1,0,71,1,0,1,0,2,2,2,2,2,2,1,2,105.25,5659
690,1,1,1,1,72,1,0,1,2,0,2,2,2,2,2,1,1,104.1,5747
1570,0,1,0,0,60,1,2,1,2,0,0,0,2,2,1,1,0,101.4,5034
3368,0,0,1,1,17,1,2,2,1,1,1,1,1,1,0,0,3,24.1,3488
2486,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95,3826
1242,1,0,0,0,40,1,2,1,0,2,2,0,2,2,0,1,3,102.65,3497
2610,0,1,1,0,12,1,2,1,0,2,2,0,2,0,0,1,2,98.1,120
3715,0,1,0,0,22,1,2,1,0,0,0,0,0,0,0,1,0,74.4,1192
3052,0,1,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.55,256
451,1,0,0,1,53,1,0,1,2,2,2,0,0,2,1,0,2,95.95,4266
1249,1,0,1,1,37,1,2,0,2,0,2,2,0,0,2,1,1,62.8,1916
375,1,0,1,1,58,1,2,1,0,2,0,2,2,0,1,1,1,94.7,4510
2456,1,1,1,0,17,1,0,1,0,2,0,0,0,0,0,1,2,76.45,427
2710,0,0,0,0,7,1,2,0,0,0,0,2,2,2,0,1,2,74.65,4363
51,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,1611
2607,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,5719
573,0,1,0,1,33,1,2,1,0,2,2,0,2,2,0,1,0,105.35,2998
2919,1,0,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,105.7,2575
1759,0,0,1,0,67,1,2,1,0,2,2,0,2,2,1,1,0,105.7,5387
1108,0,0,0,0,21,1,0,1,0,2,2,0,0,2,0,1,2,90.05,1433
3337,1,0,1,1,68,1,2,1,2,2,2,2,2,2,2,1,2,113.15,5940
2404,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.3,3816
1776,1,0,1,0,43,1,0,1,2,2,2,0,0,0,0,1,1,86.1,3078
1637,0,0,1,1,49,1,2,0,0,2,0,2,2,2,2,0,0,79.3,3346
902,0,0,0,0,46,1,2,1,0,0,2,0,2,2,1,1,2,101.1,3956
949,1,1,1,0,43,1,2,1,0,2,0,2,2,0,0,1,2,94.3,3378
3654,1,0,0,0,35,1,0,0,0,0,0,0,2,0,0,0,3,55.0,1639
3207,0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,20.1,1843
392,0,1,0,0,17,1,2,1,0,0,2,0,0,0,0,1,1,82.65,869
1273,1,0,1,1,56,1,2,1,0,0,2,2,2,2,2,1,2,103.2,4825
1948,1,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,2,80.6,3547
1067,1,0,1,0,42,1,2,0,2,0,0,2,2,2,1,0,1,80.45,2930
264,1,0,0,0,28,1,0,1,0,0,2,2,0,2,0,0,2,91.0,2274
1411,1,0,0,0,12,1,2,0,2,2,0,2,0,0,0,1,2,67.25,6147
525,0,0,1,1,16,1,2,1,0,2,0,0,0,0,0,1,1,79.95,491
1319,0,0,1,0,26,1,0,1,0,0,0,2,0,2,0,0,1,85.9,1818
294,1,0,1,0,47,1,2,1,0,2,2,0,2,2,0,1,2,104.1,4320
428,1,1,0,0,49,1,2,0,2,2,2,2,0,2,2,0,1,81.35,3473
814,1,0,1,1,50,1,2,1,2,2,2,0,2,2,1,1,2,108.25,4512
3362,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.2,5821
1304,1,1,1,0,34,1,0,1,0,0,0,0,0,0,0,0,1,71.55,2076
1179,1,0,1,0,31,1,0,0,2,2,2,2,0,2,1,1,1,75.5,2072
3600,1,0,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,76.0,255
3288,0,1,0,0,26,1,2,1,0,2,0,0,2,0,0,1,2,89.15,1915
2282,1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,5324
65,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.35,1613
789,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,3,50.3,6371
3411,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.8,2108
2044,1,0,1,1,3,1,0,0,0,0,2,0,0,0,0,1,2,50.15,1168
3171,0,0,0,0,6,0,1,0,0,0,2,0,2,2,0,1,2,47.95,2650
3437,0,1,1,0,8,1,2,1,0,0,0,0,0,2,0,1,2,84.0,5003
3435,1,1,0,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.0,2542
3379,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,75.7,5775
1370,0,0,0,0,34,1,0,0,2,0,2,2,2,2,1,1,0,79.95,2370
2543,1,0,1,1,7,0,1,0,2,0,0,2,0,0,0,1,2,34.5,2415
1664,0,0,0,0,35,1,0,0,0,0,2,0,0,2,0,1,2,62.1,1727
466,0,0,1,0,21,1,2,1,0,0,0,0,2,2,0,1,2,94.3,1549
613,0,0,1,1,72,1,2,1,2,2,0,2,0,0,2,1,0,90.35,5243
1438,1,0,0,0,37,1,0,1,0,0,0,0,0,0,0,1,3,70.35,2209
3614,0,0,1,0,13,1,2,1,0,2,2,0,2,0,0,0,2,94.1,393
2938,0,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,94.85,6452
3299,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,1487
2241,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,5820
696,1,0,1,1,69,1,2,1,2,2,2,2,2,2,2,1,0,114.35,5853
2584,1,1,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,89.5,4039
3236,0,0,1,0,48,0,1,0,0,2,2,0,0,0,1,0,3,34.7,1063
1258,1,0,1,1,52,0,1,0,0,2,2,2,2,0,2,0,3,50.2,2212
3541,0,0,1,1,17,1,0,1,2,0,0,2,2,0,0,0,2,91.85,1026
1093,0,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,99.2,5629
107,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,74.3,5717
442,1,1,1,0,34,1,0,1,0,0,2,0,2,0,0,1,1,85.2,2481
2069,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.55,5447
3507,1,1,0,0,43,1,0,1,0,0,0,0,2,2,0,1,3,89.55,3299
2131,1,0,1,1,12,1,0,0,0,0,0,0,0,2,1,0,1,53.65,5480
474,1,0,0,0,65,1,2,1,2,0,2,2,2,2,1,1,1,110.0,5598
2547,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,3,80.2,6016
303,1,0,1,0,38,1,2,1,2,0,0,0,2,0,0,0,0,91.7,3014
2301,0,1,0,0,42,1,2,1,0,0,0,0,2,0,0,1,2,84.65,3068
2274,0,0,1,0,63,1,2,1,0,2,2,0,2,2,1,1,2,107.5,5422
1339,1,0,1,0,16,1,2,1,0,0,0,0,0,0,0,1,2,75.4,350
31,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,1489
1432,1,0,0,0,3,1,0,0,2,0,2,0,2,2,0,1,2,77.4,1685
2879,1,1,1,0,25,1,2,1,2,0,0,0,0,2,1,1,2,89.05,1791
2174,0,0,0,0,6,1,2,1,0,2,2,2,2,2,0,1,1,109.9,5310
421,0,1,0,0,72,1,2,1,2,2,0,2,2,2,2,1,0,110.1,5888
2774,1,0,0,0,7,1,2,1,0,0,0,0,0,2,0,1,3,85.2,4929
284,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,4581
2893,1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,0,2,74.95,6081
203,0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,24.0,2035
2391,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,3822
2799,1,1,0,0,5,1,2,1,0,2,0,0,0,2,0,1,2,89.8,4251
1897,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.4,1931
2051,0,0,0,0,45,1,2,1,0,0,2,2,0,0,0,1,2,87.25,3368
2340,0,0,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,79.15,1162
