,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
9771,1,1,0,0,8,1,0,1,2,0,0,2,2,2,0,0,1,100.3,6148
9964,0,1,0,0,15,1,2,1,0,2,0,0,0,2,0,0,2,89.85,787
8939,1,0,1,1,18,1,0,0,0,0,2,0,0,2,0,0,2,57.45,6515
7547,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1485
9186,1,0,1,1,55,1,0,0,2,2,0,2,0,0,2,0,0,57.55,2648
9915,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.6,6325
591,1,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,2,24.9,326
10264,1,0,1,0,71,1,2,1,0,2,2,2,2,2,2,1,1,108.6,5864
2292,0,0,1,1,54,1,2,0,2,2,2,2,2,2,2,0,1,91.3,4201
7747,1,0,1,0,9,1,0,1,0,2,2,0,0,0,0,1,2,79.9,5734
5292,1,0,0,0,46,0,1,0,0,0,2,2,0,0,1,0,1,33.7,966
2513,1,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.2,104
625,0,0,1,0,25,1,0,1,0,0,0,2,2,2,0,1,2,95.15,2033
7853,0,0,1,1,3,0,1,0,0,0,0,2,0,0,0,1,3,31.0,6441
7644,0,0,1,0,39,1,0,1,2,0,2,2,2,2,1,1,1,104.7,3528
9834,1,0,0,0,3,1,2,1,0,0,0,0,0,2,0,1,2,85.3,2287
6444,1,0,0,1,31,1,2,0,0,2,0,2,2,2,1,1,3,79.45,2238
8019,0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,95.45,3387
5754,0,0,1,1,22,1,0,2,1,1,1,1,1,1,0,0,0,19.05,3867
9376,1,1,1,1,66,1,2,0,2,2,2,2,2,0,2,0,1,79.4,4333
1014,1,0,1,1,18,1,0,0,0,0,2,0,0,2,0,0,2,57.45,6515
6973,0,1,1,0,53,1,0,1,0,2,2,2,2,0,1,1,2,94.0,4116
8822,0,1,1,0,65,1,2,1,2,0,2,0,2,2,0,0,0,105.25,5368
5416,0,0,1,1,57,1,0,1,0,2,0,0,2,2,1,1,2,95.0,4593
5848,1,0,1,1,72,1,2,1,2,2,2,2,0,2,2,0,1,103.95,5785
5831,0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,0,90.8,6053
780,1,0,1,1,71,1,0,0,0,2,0,2,2,2,2,1,1,73.35,4332
4827,0,0,0,1,16,1,0,1,0,0,0,0,2,0,0,1,2,81.0,573
4352,1,0,1,1,64,1,2,1,2,2,2,0,0,0,0,1,2,91.8,4884
5240,0,1,1,0,65,1,0,1,0,2,2,2,2,2,2,1,1,105.85,5334
4577,0,1,1,0,62,1,2,1,2,0,2,0,2,2,1,1,2,104.85,5105
412,0,0,1,0,29,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1765
9275,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,1492
8572,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.3,3816
3028,1,0,0,0,5,0,1,0,2,2,2,2,0,0,0,1,3,43.25,1806
6200,0,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.5,411
6451,1,1,1,1,66,1,2,1,2,2,2,2,2,2,1,1,2,116.25,5943
10147,0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,1,2,74.4,711
8451,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,3,50.6,2136
8135,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,69.7,5450
7075,1,0,1,1,60,1,0,1,0,2,2,0,2,0,1,0,2,90.95,4531
4925,1,0,1,0,64,1,2,1,2,0,2,2,2,2,1,1,3,108.5,5429
278,1,0,0,0,14,0,1,0,0,0,2,2,2,2,0,1,2,55.0,5873
5543,0,1,0,0,14,1,0,1,2,2,0,0,0,0,0,0,2,78.85,86
2207,0,0,1,0,7,1,0,1,0,0,2,0,2,0,0,1,2,86.25,4821
5550,1,1,0,0,21,1,0,2,1,1,1,1,1,1,1,0,0,20.5,3649
2124,1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,2,24.95,4
102,1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,95.0,3122
5954,1,0,0,0,20,0,1,0,2,2,2,2,2,0,0,1,1,55.0,308
5173,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,44.8,1188
115,1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,89.85,2128
6422,1,0,0,0,52,1,0,0,2,0,2,0,0,0,1,0,2,53.75,2419
2392,1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,1,90.7,1312
5751,0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,1,20.25,63
1171,1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,94.4,4646
4155,0,1,0,0,72,1,2,1,2,2,2,2,2,2,2,1,1,117.35,6188
4935,1,1,1,0,45,1,2,2,1,1,1,1,1,1,1,0,1,24.7,325
3900,0,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,3,19.65,5557
5299,0,1,1,0,28,1,2,1,0,0,0,2,2,2,0,1,1,101.3,2438
6078,0,0,1,0,55,1,2,0,2,2,2,2,2,2,1,1,2,90.15,4167
1874,0,0,1,0,43,1,2,0,2,2,0,2,2,2,2,0,1,86.45,3096
10128,0,0,1,0,7,1,2,1,0,0,0,0,2,0,0,1,2,86.5,4798
1844,1,0,1,0,59,1,0,0,2,2,2,0,2,0,1,0,1,66.4,3382
7661,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,1,74.3,5717
3402,0,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,88.95,3076
5890,0,0,0,0,69,1,2,0,2,0,2,2,2,2,2,1,1,85.35,4838
6753,0,0,1,1,56,1,2,0,2,2,0,0,0,2,1,0,0,68.75,3270
1977,1,1,0,0,31,1,2,1,0,2,0,0,2,0,0,1,2,90.7,2459
7586,1,0,0,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.9,2663
4718,0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,1,3,20.0,3558
4081,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448
4179,1,1,0,0,12,1,2,1,0,0,0,0,0,0,0,1,1,73.3,6123
4506,1,1,1,0,72,1,2,0,0,2,2,2,2,0,2,0,1,77.35,4484
9329,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,24.6,2041
8387,0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.15,952
1915,1,0,0,0,24,1,0,0,0,0,0,2,0,0,0,1,1,51.1,495
1845,1,0,0,0,69,0,1,0,0,2,2,0,0,0,1,1,0,35.75,2138
9606,0,1,1,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.4,1875
410,1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,81.35,1965
8172,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,5564
3296,0,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,1,49.3,426
4626,0,1,0,0,63,1,2,1,0,0,2,0,0,2,0,1,0,89.6,4596
4996,0,0,0,0,47,1,2,0,2,2,0,2,0,2,2,0,3,74.05,3027
1460,1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.3,3616
9363,0,1,0,0,46,1,2,1,2,2,2,0,2,2,1,1,2,110.0,4121
8904,1,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.85,6327
3428,1,1,1,0,51,1,2,1,2,0,2,0,2,0,0,1,0,93.8,4025
7480,1,0,0,0,7,1,2,1,0,0,2,0,2,2,0,1,0,98.05,5590
4825,1,0,0,0,22,1,2,1,0,0,0,0,0,2,0,0,2,83.05,1341
4992,1,0,1,0,51,0,1,0,0,2,0,0,0,0,0,1,1,30.05,953
7262,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,2,79.35,5966
6674,1,0,0,0,7,1,2,2,1,1,1,1,1,1,0,0,3,23.5,1236
2895,0,0,1,0,37,1,0,2,1,1,1,1,1,1,1,1,0,19.85,5610
9246,1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,5324
4350,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,1,1,44.55,856
6722,0,1,1,0,67,1,2,1,2,0,2,0,2,2,1,1,1,107.05,5600
2570,1,0,1,0,30,1,2,1,0,0,0,0,2,2,0,1,1,94.05,2472
4815,1,0,0,0,38,1,0,1,0,0,0,0,0,0,1,1,0,70.45,2246
1721,0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,1,1,74.25,5152
3227,1,0,1,1,12,1,0,0,0,0,0,0,2,0,0,1,3,56.3,5076
10146,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,49.65,4142
7215,1,0,0,0,10,1,0,1,2,2,2,0,2,2,0,1,2,104.4,163
3922,1,1,1,0,67,1,2,1,0,0,0,0,2,2,0,1,1,94.65,4966
6611,1,0,1,1,29,1,2,0,2,0,0,2,2,0,1,0,0,69.05,1560
6683,1,0,0,0,43,0,1,0,0,0,2,2,0,2,1,0,2,44.15,1533
5758,1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,20.3,4021
5887,1,0,0,1,17,1,0,0,2,0,0,0,0,0,0,1,3,50.3,6195
698,1,1,1,1,47,1,0,1,0,2,0,0,2,0,1,1,0,84.95,3436
2493,0,0,1,0,6,1,2,1,0,2,0,0,0,2,0,1,2,90.75,4309
664,0,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,0,19.5,312
2210,0,0,0,0,69,1,2,1,0,0,2,2,2,2,2,0,2,104.0,5532
8044,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.95,5725
4117,1,0,1,0,63,1,0,1,2,0,2,0,2,2,2,0,1,99.7,5117
2659,0,0,0,0,61,1,2,0,2,0,2,2,2,2,2,0,1,86.45,4342
3038,0,1,1,0,67,1,2,1,2,2,0,0,2,2,1,1,2,105.6,5582
7575,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.1,2149
2,1,0,0,0,2,1,0,0,2,2,0,0,0,0,0,1,3,53.85,157
8623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448
4991,0,0,0,0,58,1,0,1,2,2,2,0,2,2,1,1,2,106.45,5016
9456,1,0,1,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.0,6440
3554,0,0,0,1,7,1,0,1,0,0,0,0,0,0,0,1,2,71.05,3995
8634,1,0,0,0,14,0,1,0,0,0,2,0,2,2,0,1,2,50.75,5587
7865,1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,5270
4495,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.1,5503
4278,0,0,1,0,48,1,0,1,0,2,2,0,2,2,1,1,2,97.05,3975
1112,0,1,0,0,71,1,2,0,2,2,2,2,2,2,2,0,3,89.85,5085
3282,1,0,1,0,60,1,2,1,0,2,2,0,2,2,1,0,0,102.5,5024
6045,0,0,1,1,38,1,0,2,1,1,1,1,1,1,1,0,1,19.6,5842
5610,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.5,1826
10038,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.95,1493
4122,1,0,0,1,53,1,0,0,2,2,0,2,0,0,1,0,1,62.85,2963
5463,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,44.35,3740
9083,1,0,0,0,19,1,0,0,0,0,2,2,0,0,0,1,1,55.0,90
98,1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,0,21.0,203
2238,0,0,0,0,1,1,0,1,0,0,0,2,2,2,0,1,2,95.85,6447
2783,0,0,1,0,43,1,2,1,2,2,0,0,0,2,0,1,2,94.1,3496
2457,1,1,1,0,57,1,0,1,0,2,2,0,2,0,1,1,2,90.65,4352
2428,1,0,0,1,38,1,2,1,0,0,2,0,2,2,0,1,0,99.25,3241
2415,0,1,1,1,40,1,2,1,0,0,0,0,2,2,0,1,1,94.55,3144
8106,1,0,1,1,18,1,0,1,0,0,2,0,2,2,0,0,3,95.15,1306
8036,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,1616
8985,0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,1,95.25,3762
8665,1,0,0,0,49,1,2,1,0,2,2,0,2,2,0,1,0,103.7,4265
10183,0,1,1,0,40,1,0,1,0,2,0,2,2,2,1,1,1,99.2,3474
392,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.3,6299
9229,1,0,0,0,10,1,0,1,2,2,2,0,2,2,0,1,2,104.4,163
4659,0,0,1,1,65,1,2,1,2,0,2,0,2,2,2,1,1,104.3,5333
5654,1,1,1,0,70,1,0,1,2,2,2,0,2,2,2,0,1,105.35,5784
5280,0,0,1,1,33,1,2,0,0,0,2,2,2,2,1,1,2,79.15,2186
194,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.3,359
6406,0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,1,50.65,1504
8087,0,0,0,0,10,1,2,1,0,0,0,2,2,2,0,1,2,98.5,112
9885,1,0,1,0,56,1,2,2,1,1,1,1,1,1,2,1,1,25.15,593
8090,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,1,50.7,924
8847,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,29.85,5774
7057,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,50.8,2488
3561,1,0,0,0,26,1,2,1,0,0,0,2,0,0,0,1,2,80.5,1717
357,1,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,2,105.25,5392
4085,0,0,0,0,30,0,1,0,0,0,0,2,0,2,1,1,1,40.35,347
7453,1,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,1,73.75,6270
444,0,0,1,0,36,1,0,1,0,0,0,0,0,2,0,0,2,80.4,2539
1825,0,0,0,0,32,1,2,0,0,2,0,0,0,0,0,1,2,54.2,1248
2212,1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,19.5,1888
2629,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,70.7,731
1226,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1383
2000,0,1,0,0,9,1,0,1,0,0,2,0,0,0,0,0,1,75.5,5136
5226,1,0,1,1,12,1,0,2,1,1,1,1,1,1,0,1,2,21.15,2659
467,1,0,1,1,72,1,2,1,0,2,0,0,2,0,1,1,2,89.7,5256
6001,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.9,2045
1004,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,3,20.0,3565
1167,1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,1,51.55,538
10095,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.45,2040
589,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.4,5295
1375,0,0,1,1,39,1,0,2,1,1,1,1,1,1,2,1,0,19.85,6223
2203,1,0,1,1,72,1,2,1,2,2,2,2,0,2,1,1,1,104.9,5790
4912,1,1,0,0,36,1,2,1,2,0,0,0,2,0,0,1,2,90.85,2770
5860,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,70.0,955
2384,1,1,1,0,48,1,2,1,0,0,2,0,0,2,0,1,1,91.05,3712
8191,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.6,6325
8073,1,0,0,1,28,1,0,1,2,0,0,0,0,0,0,1,0,74.9,1692
9122,0,1,0,0,8,1,2,1,0,2,2,0,2,2,0,1,2,105.5,6129
8413,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,36.45,3113
1323,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1210
9302,1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,1,3,84.65,6176
9336,1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,94.4,4646
4957,1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,2,20.4,2167
1939,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,21.05,1729
5045,0,0,0,0,35,1,2,1,0,0,0,2,0,0,0,0,1,80.05,2449
5510,1,0,0,0,18,1,0,1,0,2,2,0,2,2,0,0,1,101.3,1334
2578,0,1,1,1,31,1,0,1,0,0,2,2,2,2,0,1,2,98.9,2517
3764,0,0,0,0,11,1,2,2,1,1,1,1,1,1,1,0,2,25.2,2101
6106,1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,1,3,55.1,249
9354,1,0,1,1,55,1,0,0,2,2,0,2,0,0,2,0,0,57.55,2648
3615,1,1,1,1,26,1,2,1,0,2,2,0,2,2,0,0,2,105.75,2354
6915,0,0,1,0,72,1,2,1,0,0,2,0,2,2,2,1,2,97.85,5403
6137,0,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0,1,53.85,2242
7343,1,0,1,0,42,1,2,1,0,2,2,0,2,0,0,1,0,95.25,3386
9981,1,0,0,0,43,1,0,1,2,0,0,0,0,0,0,1,2,75.2,2778
10039,0,1,1,0,18,1,2,1,0,0,0,2,2,2,0,0,0,99.75,1389
6418,1,0,1,0,31,1,2,0,0,0,2,2,2,2,1,1,3,79.3,2133
2171,0,0,0,0,2,1,0,0,0,0,2,0,0,2,0,0,2,60.85,210
7443,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448
7323,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.55,5447
7069,0,1,1,0,37,1,2,1,0,0,0,0,0,0,0,1,2,76.5,2475
2514,0,1,0,0,25,1,2,1,0,2,0,0,0,2,0,1,2,89.7,1803
8473,0,0,0,0,45,1,2,1,0,0,2,2,0,0,0,1,2,87.25,3368
1451,1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,368
8053,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,3825
9867,1,0,0,0,8,1,0,1,0,0,2,0,2,2,0,1,2,94.7,5727
9232,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.2,1610
925,0,0,1,1,32,1,0,0,2,2,2,2,0,2,0,0,0,76.3,2049
6128,0,0,1,0,14,1,0,1,0,0,0,0,0,2,0,1,2,78.1,234
2465,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,35.25,3031
9370,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,50.6,4231
6470,1,0,1,1,8,1,0,0,0,0,0,0,0,0,1,1,3,43.45,2985
2801,0,0,1,1,62,1,2,1,0,2,0,2,2,2,1,1,1,106.05,5321
2547,0,0,0,0,52,0,1,0,2,2,0,2,0,0,2,0,3,39.1,1589
2820,1,0,0,0,53,1,2,2,1,1,1,1,1,1,1,0,0,24.05,555
5776,1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,1,0,82.3,4898
3649,1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,25.35,1408
7506,1,0,1,0,16,1,2,1,0,0,0,0,0,0,0,1,0,73.85,517
2287,1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,0,108.4,5676
1892,1,1,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,50.95,1693
4418,1,0,1,0,58,1,0,0,2,2,2,0,0,0,1,0,1,60.3,3086
7658,0,1,1,0,56,1,2,1,0,0,2,0,2,2,0,1,0,100.65,4698
8029,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.95,1493
2574,1,1,0,0,39,1,2,1,0,0,0,0,2,2,0,1,0,95.65,3228
28,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,90.25,5135
9050,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,5506
1882,1,0,1,1,29,1,0,0,2,0,0,0,0,2,0,1,3,60.2,1386
8958,1,0,1,0,29,1,2,1,0,2,0,0,0,0,0,1,0,80.15,1904
9343,0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,2,79.15,2753
7919,1,0,0,0,8,0,1,0,2,0,0,0,0,0,0,1,2,30.45,1895
3412,1,0,1,1,2,1,0,0,2,2,0,2,0,0,2,0,3,59.5,549
5722,0,1,1,0,27,1,2,1,2,0,0,2,2,2,0,1,0,104.3,2473
408,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.9,1492
73,1,0,1,1,62,1,2,2,1,1,1,1,1,1,2,1,0,24.25,785
2323,0,0,0,0,29,1,2,1,0,0,2,0,2,2,0,1,1,98.6,2535
3885,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1748
2949,0,0,0,0,56,1,0,0,2,0,2,2,0,0,1,1,1,60.25,2854
4126,1,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.55,406
1071,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,49.05,6343
9782,1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,74.15,6070
6824,0,1,0,0,66,1,2,1,0,2,0,0,0,0,0,1,1,80.45,4376
3530,0,0,0,0,17,1,2,0,0,0,2,2,2,0,0,1,3,69.0,205
2741,1,1,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,89.5,4039
6902,0,1,1,0,56,1,2,0,2,2,2,2,0,0,1,1,1,68.45,3428
3507,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.75,5909
5448,0,0,1,1,41,1,2,1,2,2,2,0,0,2,1,1,0,101.6,3363
7680,1,0,1,1,49,1,2,1,0,0,0,0,2,0,0,0,2,84.5,3626
2066,1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.8,932
9231,1,1,1,1,43,1,2,1,0,2,2,2,2,2,0,1,0,110.75,3965
4781,1,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.5,98
4648,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.3,808
3243,0,0,0,0,19,0,1,0,0,2,0,0,0,2,0,1,2,39.7,5572
595,0,0,0,0,12,1,2,0,2,0,2,2,0,0,0,1,3,61.65,5593
1433,1,0,1,0,9,1,0,0,2,2,0,2,2,0,0,1,3,68.95,4866
6630,1,1,0,0,16,1,0,1,0,0,0,0,0,2,0,1,2,78.75,399
8963,1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,2,49.15,1186
365,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,4173
7794,1,0,1,1,52,1,2,1,0,0,2,2,0,2,2,1,0,96.25,4219
4892,1,1,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,84.35,1265
9048,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.9,5519
3519,1,1,0,0,43,1,2,1,0,0,0,0,2,0,0,1,2,84.85,3148
8760,1,1,0,0,38,1,0,0,0,2,2,2,2,0,1,1,1,70.15,2144
5853,1,0,1,0,62,1,2,1,2,2,0,0,0,2,1,0,2,96.1,4918
2705,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,25.65,1462
8857,1,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,3,51.0,2652
7539,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,49.4,116
9882,0,0,0,0,12,1,2,1,0,2,0,0,2,0,0,1,0,89.75,102
8227,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,80.5,6020
3634,1,1,0,0,72,1,2,1,2,2,2,2,2,2,2,0,0,113.8,5932
4293,0,0,0,0,14,1,0,1,0,0,0,0,2,2,0,1,3,89.8,245
3647,1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7,4722
421,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.85,4328
803,0,0,1,0,46,1,0,0,0,2,0,2,2,0,2,1,1,64.2,2606
9460,0,0,1,0,9,1,0,1,0,0,2,0,0,0,0,1,0,75.75,5238
513,0,0,0,0,56,1,2,1,0,2,0,2,2,2,0,1,0,105.45,4852
5360,1,0,1,1,5,1,2,1,2,0,2,0,0,0,0,1,2,84.5,3857
9633,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,1624
1831,0,1,1,0,22,1,2,0,2,2,0,2,0,0,0,1,3,63.55,691
6573,0,0,1,1,45,0,1,0,0,2,2,2,0,2,1,0,0,51.0,1902
6553,0,0,1,1,61,0,1,0,0,2,2,2,2,2,2,1,0,61.45,3223
749,0,0,0,0,63,1,0,1,0,0,2,2,2,0,1,1,1,90.05,4795
10171,1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,101.4,3027
10227,1,0,0,0,10,1,0,1,2,2,2,0,2,2,0,1,2,104.4,163
2496,1,0,0,0,18,1,0,2,1,1,1,1,1,1,2,0,1,20.05,3319
8895,1,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65,5471
8755,1,0,0,0,19,1,0,0,0,0,2,2,0,0,0,1,1,55.0,90
2881,0,0,1,0,31,1,0,0,2,0,0,2,0,2,1,1,2,64.0,1512
2632,0,0,0,0,55,1,0,0,0,2,2,0,0,2,2,1,3,64.75,3126
10058,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,68.5,5379
1639,1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,1,2,45.05,5871
9661,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.7,5723
1040,1,1,0,0,14,1,0,1,0,0,0,0,2,2,0,0,1,90.45,485
4481,1,0,1,0,42,0,1,0,2,0,0,0,2,0,0,1,0,40.15,1098
4598,1,0,0,0,18,1,2,0,2,0,0,0,0,0,0,0,3,56.25,6480
5911,1,0,1,0,7,0,1,0,2,2,0,0,0,0,0,0,3,34.2,2216
9695,1,0,0,0,52,1,0,1,0,2,2,2,2,2,1,1,0,105.0,4506
6529,1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,74.85,1007
9069,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,52.2,4355
5427,0,0,0,0,31,1,2,1,2,0,2,0,0,0,0,1,1,84.75,2262
4390,1,0,1,1,22,1,0,0,2,2,0,2,0,0,0,1,3,57.95,500
9393,0,0,1,1,31,1,2,1,0,0,2,2,2,2,0,1,2,104.2,2823
5711,0,1,1,0,20,1,2,1,0,0,2,0,2,0,0,0,2,90.8,1554
977,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,2,75.25,6291
2943,1,0,0,0,40,1,2,2,1,1,1,1,1,1,2,1,3,24.6,6495
2110,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,20.2,5207
728,0,1,0,0,30,1,2,1,2,2,2,0,0,0,0,0,1,91.7,2397
7976,0,0,1,0,50,1,2,1,2,2,0,2,2,2,1,0,2,108.55,4647
3080,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,24.3,3257
9031,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.3,3816
7092,1,1,0,0,2,1,0,1,0,2,2,2,0,2,0,1,1,95.1,1345
4312,1,0,1,1,33,1,0,0,0,2,2,2,2,2,2,0,1,82.1,2253
3799,0,0,0,0,31,1,2,0,2,0,2,2,0,0,0,0,1,65.25,1605
2485,0,0,0,0,14,1,2,1,0,0,2,0,0,0,0,1,2,80.45,143
3784,1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,101.4,3027
